ID,Message_Text,Type,Platform,Has_Link,Has_Urgency_Keywords,Sender,Message_Length,Num_Links,Suspicious_Keyword_Count
8738,Congratulations! You won a account. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,71,1,2
8739,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,81,1,4
8740,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,Email,1,0,Friend,51,0,0
8741,Reminder: Your appointment is scheduled for भोलि,Legit,WhatsApp,0,0,Service,48,0,0
8742,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Friend,47,0,0
8743,Reminder: Your appointment is scheduled for next week,Legit,SMS,0,0,Service,53,0,0
8744,Your package will arrive on 10 AM. Track here: http://trackingservice.com/track,Legit,Email,1,0,Friend,79,1,0
8745,"Hey, can we catch up this weekend?",Legit,WhatsApp,1,0,Friend,34,0,0
8746,Your account has been compromised. Click account to secure it.,Phishing,SMS,1,1,Service,62,0,3
8747,Your पासवर्ड subscription is expiring. Renew now: http://claimprize.com/win,Phishing,Email,1,1,Bank,75,1,2
8748,तपाईंको प्याकेज Monday मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,WhatsApp,0,0,Service,72,0,0
8749,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Friend,47,0,0
8750,तपाईंको iPhone सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Unknown,78,1,0
8751,भोलि Monday मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,0,0,Colleague,39,0,0
8752,Your package will arrive on भोलि. Track here: ,Legit,WhatsApp,0,0,Colleague,46,0,0
8753,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Friend,34,0,0
8754,Immediate action required! Verify your account now: http://fakebank.com/login,Phishing,Email,1,1,Bank,77,1,2
8755,Immediate action required! Verify your password now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,76,1,2
8756,Immediate action required! Verify your password now: http://fakebank.com/login,Phishing,SMS,1,1,Service,78,1,2
8757,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,0,0,Colleague,47,0,0
8758,Your package will arrive on next week. Track here: http://calendar.com/appointment,Legit,SMS,1,0,Colleague,82,1,0
8759,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,Email,1,1,Unknown,82,1,3
8760,Your package will arrive on 10 AM. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Service,78,1,0
8761,बधाई छ! तपाईंले भुक्तानी जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Service,82,1,4
8762,Immediate action required! Verify your account now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,75,1,2
8763,Your iPhone subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Bank,72,1,0
8764,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Service,31,0,0
8765,You received a payment of $भुक्तानी. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Bank,82,1,2
8766,Your package will arrive on Monday. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Service,79,1,0
8767,Immediate action required! Verify your पासवर्ड now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,75,1,1
8768,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,81,1,1
8769,Immediate action required! Verify your account now: http://fakebank.com/login,Phishing,Email,1,1,Bank,77,1,2
8770,Your package will arrive on your package. Track here: ,Legit,WhatsApp,0,0,Service,54,0,0
8771,Congratulations! You won a account. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,73,1,2
8772,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,1,0,Service,56,0,0
8773,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Bank,78,1,3
8774,Congratulations! You won a पासवर्ड. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,73,1,1
8775,Your खाता subscription is expiring. Renew now: http://claimprize.com/win,Phishing,Email,1,1,Unknown,72,1,2
8776,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,WhatsApp,1,0,Colleague,112,1,0
8777,तपाईंको भुक्तानी सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,80,1,1
8778,Your account subscription is expiring. Renew now: http://fakebank.com/login,Phishing,WhatsApp,1,1,Bank,75,1,1
8779,तपाईंको प्याकेज next week मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://trackingservice.com/track,Legit,SMS,1,0,Colleague,107,1,0
8780,Reminder: Your appointment is scheduled for your package,Legit,SMS,1,0,Friend,56,0,0
8781,Your package will arrive on तपाईंको प्याकेज. Track here: http://calendar.com/appointment,Legit,Email,1,0,Colleague,88,1,0
8782,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,WhatsApp,1,0,Service,59,0,0
8783,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
8784,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,80,1,1
8785,Reminder: Your appointment is scheduled for 10 AM,Legit,SMS,0,0,Colleague,49,0,0
8786,Congratulations! You won a payment. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,73,1,3
8787,Immediate action required! Verify your iPhone now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,74,1,1
8788,स्मरण: तपाईंको भेटघाट 10 AM मा तय गरिएको छ।,Legit,WhatsApp,1,0,Service,43,0,0
8789,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् पासवर्ड,Phishing,WhatsApp,1,1,Bank,67,0,0
8790,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
8791,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,Email,1,1,Service,67,0,1
8792,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,SMS,0,0,Service,51,0,0
8793,Your account subscription is expiring. Renew now: http://claimprize.com/win,Phishing,SMS,1,1,Service,75,1,3
8794,"Hey, can we catch up this weekend?",Legit,Email,1,0,Colleague,34,0,0
8795,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
8796,बधाई छ! तपाईंले iPhone जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,80,1,3
8797,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Unknown,78,1,1
8798,You received a payment of $payment. Click http://claimprize.com/win to accept it.,Phishing,WhatsApp,1,1,Unknown,81,1,3
8799,बधाई छ! तपाईंले account जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,79,1,2
8800,तपाईंको password सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Unknown,80,1,1
8801,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,0,0,Colleague,31,0,0
8802,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
8803,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,Email,1,0,Friend,86,1,0
8804,Your payment subscription is expiring. Renew now: http://fakebank.com/login,Phishing,SMS,1,1,Service,75,1,0
8805,Your package will arrive on तपाईंको प्याकेज. Track here: http://calendar.com/appointment,Legit,Email,1,0,Service,88,1,0
8806,You received a payment of $पासवर्ड. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Unknown,81,1,3
8807,Your account has been compromised. Click खाता to secure it.,Phishing,Email,1,1,Bank,59,0,2
8808,You received a payment of $payment. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Bank,81,1,3
8809,Your package will arrive on भोलि. Track here: http://trackingservice.com/track,Legit,WhatsApp,1,0,Colleague,78,1,0
8810,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
8811,Meeting at Monday tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,42,0,0
8812,Reminder: Your appointment is scheduled for next week,Legit,SMS,1,0,Colleague,53,0,0
8813,Your भुक्तानी subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,74,1,1
8814,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
8815,You received a payment of $iPhone. Click http://bit.ly/secure123 to accept it.,Phishing,SMS,1,1,Bank,78,1,1
8816,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Friend,31,0,0
8817,Congratulations! You won a iPhone. Claim here: http://claimprize.com/win,Phishing,SMS,1,1,Bank,72,1,3
8818,Reminder: Your appointment is scheduled for your package,Legit,SMS,1,0,Service,56,0,0
8819,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Service,81,1,3
8820,"Hey, can we catch up this weekend?",Legit,Email,0,0,Friend,34,0,0
8821,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Service,47,0,0
8822,Meeting at next week tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,45,0,0
8823,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,0,0,Friend,47,0,0
8824,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,74,1,2
8825,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
8826,Congratulations! You won a account. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Bank,71,1,2
8827,तपाईंको account सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Unknown,77,1,1
8828,Your package will arrive on next week. Track here: ,Legit,Email,0,0,Friend,51,0,0
8829,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Service,47,0,0
8830,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,0,0,Friend,31,0,0
8831,स्मरण: तपाईंको भेटघाट सप्ताहन्त मा तय गरिएको छ।,Legit,SMS,0,0,Colleague,47,0,0
8832,Congratulations! You won a भुक्तानी. Claim here: http://fakebank.com/login,Phishing,WhatsApp,1,1,Service,74,1,2
8833,तपाईंको iPhone सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,78,1,2
8834,Meeting at Monday tomorrow. Don't be late.,Legit,WhatsApp,1,0,Friend,42,0,0
8835,Congratulations! You won a iPhone. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,70,1,1
8836,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
8837,Your account has been compromised. Click iPhone to secure it.,Phishing,SMS,1,1,Unknown,61,0,2
8838,You received a payment of $iPhone. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Unknown,80,1,3
8839,तपाईंलाई $password को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,97,1,2
8840,स्मरण: तपाईंको भेटघाट भोलि मा तय गरिएको छ।,Legit,WhatsApp,1,0,Friend,42,0,0
8841,तपाईंको प्याकेज next week मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: ,Legit,Email,0,0,Friend,75,0,0
8842,Congratulations! You won a iPhone. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,70,1,1
8843,Your account has been compromised. Click iPhone to secure it.,Phishing,WhatsApp,1,1,Bank,61,0,2
8844,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,1,0,Friend,31,0,0
8845,Your खाता subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,72,1,2
8846,Meeting at 10 AM tomorrow. Don't be late.,Legit,SMS,1,0,Service,41,0,0
8847,Immediate action required! Verify your पासवर्ड now: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,77,1,3
8848,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Colleague,45,0,0
8849,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,Email,1,0,Service,112,1,0
8850,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,80,1,1
8851,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,0,0,Service,31,0,0
8852,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,1,0,Service,45,0,0
8853,Reminder: Your appointment is scheduled for your package,Legit,WhatsApp,1,0,Service,56,0,0
8854,तात्कालिक कार्य आवश्यक! आफ्नो password सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,82,1,2
8855,तपाईंको account सदस्यता सकिँदैछ। अब नवीकरण गर्नुहोस्: http://fakebank.com/login,Phishing,Email,1,1,Service,79,1,1
8856,Immediate action required! Verify your iPhone now: http://bit.ly/secure123,Phishing,Email,1,1,Unknown,74,1,1
8857,You received a payment of $password. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Unknown,80,1,2
8858,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् password,Phishing,SMS,1,1,Bank,68,0,1
8859,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,SMS,1,0,Friend,59,0,0
8860,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Friend,53,0,0
8861,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,0,0,Colleague,31,0,0
8862,You received a payment of $account. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Bank,81,1,4
8863,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,0,0,Colleague,31,0,0
8864,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,1,0,Friend,51,0,0
8865,Meeting at भोलि tomorrow. Don't be late.,Legit,SMS,1,0,Service,40,0,0
8866,Congratulations! You won a account. Claim here: http://fakebank.com/login,Phishing,SMS,1,1,Bank,73,1,2
8867,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् password,Phishing,Email,1,1,Service,68,0,1
8868,"Hey, can we catch up this weekend?",Legit,Email,0,0,Friend,34,0,0
8869,Your iPhone subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,72,1,0
8870,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,1,0,Colleague,51,0,0
8871,Meeting at भोलि tomorrow. Don't be late.,Legit,WhatsApp,0,0,Friend,40,0,0
8872,You received a payment of $खाता. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Service,78,1,1
8873,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,82,1,3
8874,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,Email,1,0,Colleague,45,0,0
8875,Immediate action required! Verify your भुक्तानी now: http://claimprize.com/win,Phishing,Email,1,1,Service,78,1,4
8876,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,51,0,0
8877,तात्कालिक कार्य आवश्यक! आफ्नो iPhone सत्यापित गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Bank,82,1,3
8878,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,WhatsApp,1,0,Friend,31,0,0
8879,"Hey, can we catch up this weekend?",Legit,SMS,0,0,Service,34,0,0
8880,स्मरण: तपाईंको भेटघाट सप्ताहन्त मा तय गरिएको छ।,Legit,Email,1,0,Colleague,47,0,0
8881,You received a payment of $खाता. Click http://claimprize.com/win to accept it.,Phishing,Email,1,1,Service,78,1,3
8882,Your package will arrive on सप्ताहन्त. Track here: http://calendar.com/appointment,Legit,WhatsApp,1,0,Friend,82,1,0
8883,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,SMS,1,0,Colleague,31,0,0
8884,Immediate action required! Verify your account now: http://claimprize.com/win,Phishing,Email,1,1,Unknown,77,1,4
8885,Reminder: Your appointment is scheduled for next week,Legit,Email,0,0,Service,53,0,0
8886,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
8887,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,Email,1,1,Bank,76,1,1
8888,"Hey, can we catch up this weekend?",Legit,Email,1,0,Service,34,0,0
8889,Your खाता subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,72,1,2
8890,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Colleague,47,0,0
8891,You received a payment of $account. Click http://bit.ly/secure123 to accept it.,Phishing,Email,1,1,Service,79,1,2
8892,Your खाता subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Unknown,72,1,0
8893,Your account subscription is expiring. Renew now: http://fakebank.com/login,Phishing,Email,1,1,Service,75,1,1
8894,Happy Birthday! Wishing you a great year ahead.,Legit,WhatsApp,1,0,Colleague,47,0,0
8895,You received a payment of $account. Click http://bit.ly/secure123 to accept it.,Phishing,SMS,1,1,Bank,79,1,2
8896,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Colleague,47,0,0
8897,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,Email,1,0,Colleague,86,1,0
8898,Your package will arrive on 10 AM. Track here: ,Legit,SMS,0,0,Friend,47,0,0
8899,बधाई छ! तपाईंले password जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,82,1,4
8900,भोलि 10 AM मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Service,38,0,0
8901,Immediate action required! Verify your भुक्तानी now: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,76,1,2
8902,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,97,1,1
8903,तपाईंको प्याकेज भोलि मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://trackingservice.com/track,Legit,SMS,1,0,Service,102,1,0
8904,Your password subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,76,1,3
8905,Happy Birthday! Wishing you a great year ahead.,Legit,Email,1,0,Colleague,47,0,0
8906,You received a payment of $भुक्तानी. Click http://fakebank.com/login to accept it.,Phishing,SMS,1,1,Unknown,82,1,2
8907,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,SMS,0,0,Friend,59,0,0
8908,Reminder: Your appointment is scheduled for भोलि,Legit,WhatsApp,0,0,Friend,48,0,0
8909,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Colleague,45,0,0
8910,Your भुक्तानी subscription is expiring. Renew now: http://claimprize.com/win,Phishing,Email,1,1,Service,76,1,3
8911,Your password subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Bank,74,1,1
8912,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Service,51,0,0
8913,Your account has been compromised. Click payment to secure it.,Phishing,SMS,1,1,Unknown,62,0,2
8914,Congratulations! You won a iPhone. Claim here: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,70,1,1
8915,Reminder: Your appointment is scheduled for सप्ताहन्त,Legit,WhatsApp,1,0,Friend,53,0,0
8916,Reminder: Your appointment is scheduled for your package,Legit,Email,1,0,Service,56,0,0
8917,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,WhatsApp,1,1,Bank,68,0,1
8918,तात्कालिक कार्य आवश्यक! आफ्नो खाता सत्यापित गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Bank,78,1,1
8919,Your account has been compromised. Click iPhone to secure it.,Phishing,Email,1,1,Service,61,0,2
8920,Immediate action required! Verify your पासवर्ड now: http://bit.ly/secure123,Phishing,SMS,1,1,Service,75,1,1
8921,तपाईंको प्याकेज next week मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,WhatsApp,1,0,Friend,106,1,0
8922,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Friend,86,1,0
8923,Immediate action required! Verify your account now: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,75,1,2
8924,Meeting at तपाईंको प्याकेज tomorrow. Don't be late.,Legit,WhatsApp,1,0,Service,51,0,0
8925,Meeting at भोलि tomorrow. Don't be late.,Legit,Email,1,0,Friend,40,0,0
8926,Your package will arrive on next week. Track here: http://trackingservice.com/track,Legit,WhatsApp,1,0,Service,83,1,0
8927,Congratulations! You won a account. Claim here: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,73,1,4
8928,Reminder: Your appointment is scheduled for भोलि,Legit,SMS,1,0,Colleague,48,0,0
8929,Your package will arrive on सप्ताहन्त. Track here: ,Legit,WhatsApp,0,0,Friend,51,0,0
8930,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,1,0,Service,31,0,0
8931,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,SMS,1,1,Unknown,74,1,2
8932,भोलि your package मा बैठक छ। ढिला नगर्नुहोस्।,Legit,WhatsApp,1,0,Friend,45,0,0
8933,Your account has been compromised. Click भुक्तानी to secure it.,Phishing,SMS,1,1,Unknown,63,0,3
8934,Meeting at भोलि tomorrow. Don't be late.,Legit,Email,1,0,Friend,40,0,0
8935,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् account,Phishing,Email,1,1,Bank,67,0,1
8936,Reminder: Your appointment is scheduled for तपाईंको प्याकेज,Legit,SMS,0,0,Service,59,0,0
8937,Immediate action required! Verify your payment now: http://claimprize.com/win,Phishing,SMS,1,1,Service,77,1,3
8938,तपाईंको खाता जोखिममा छ। यसलाई सुरक्षित गर्न क्लिक गर्नुहोस् भुक्तानी,Phishing,WhatsApp,1,1,Unknown,68,0,1
8939,"Hey, can we catch up this weekend?",Legit,SMS,1,0,Colleague,34,0,0
8940,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,SMS,0,0,Service,51,0,0
8941,Meeting at next week tomorrow. Don't be late.,Legit,Email,1,0,Service,45,0,0
8942,Immediate action required! Verify your account now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,77,1,4
8943,Congratulations! You won a iPhone. Claim here: http://bit.ly/secure123,Phishing,Email,1,1,Bank,70,1,1
8944,बधाई छ! तपाईंले खाता जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://claimprize.com/win,Phishing,SMS,1,1,Service,78,1,3
8945,Meeting at your package tomorrow. Don't be late.,Legit,Email,1,0,Colleague,48,0,0
8946,तपाईंलाई $payment को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://bit.ly/secure123,Phishing,WhatsApp,1,1,Service,96,1,1
8947,Immediate action required! Verify your iPhone now: http://fakebank.com/login,Phishing,SMS,1,1,Service,76,1,1
8948,Your package will arrive on भोलि. Track here: http://trackingservice.com/track,Legit,SMS,1,0,Service,78,1,0
8949,जन्मदिनको शुभकामना! तपाईंलाई उत्कृष्ट वर्षको कामना।,Legit,Email,1,0,Colleague,51,0,0
8950,तपाईंलाई $iPhone को भुक्तानी प्राप्त भयो। स्वीकार गर्न क्लिक गर्नुहोस्: http://fakebank.com/login,Phishing,SMS,1,1,Bank,97,1,1
8951,हामी यस सप्ताहन्त भेट्न सक्छौं?,Legit,Email,0,0,Colleague,31,0,0
8952,Happy Birthday! Wishing you a great year ahead.,Legit,SMS,1,0,Friend,47,0,0
8953,स्मरण: तपाईंको भेटघाट next week मा तय गरिएको छ।,Legit,SMS,1,0,Service,47,0,0
8954,"Hey, can we catch up this weekend?",Legit,Email,1,0,Colleague,34,0,0
8955,Meeting at next week tomorrow. Don't be late.,Legit,Email,1,0,Colleague,45,0,0
8956,Reminder: Your appointment is scheduled for भोलि,Legit,Email,1,0,Colleague,48,0,0
8957,Congratulations! You won a password. Claim here: http://bit.ly/secure123,Phishing,SMS,1,1,Unknown,72,1,2
8958,Your package will arrive on your package. Track here: http://trackingservice.com/track,Legit,WhatsApp,1,0,Service,86,1,0
8959,Immediate action required! Verify your password now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Unknown,78,1,4
8960,Your iPhone subscription is expiring. Renew now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Service,74,1,2
8961,Reminder: Your appointment is scheduled for Monday,Legit,Email,1,0,Colleague,50,0,0
8962,You received a payment of $पासवर्ड. Click http://claimprize.com/win to accept it.,Phishing,SMS,1,1,Unknown,81,1,3
8963,Congratulations! You won a account. Claim here: http://fakebank.com/login,Phishing,Email,1,1,Unknown,73,1,2
8964,स्मरण: तपाईंको भेटघाट सप्ताहन्त मा तय गरिएको छ।,Legit,WhatsApp,1,0,Service,47,0,0
8965,"Hey, can we catch up this weekend?",Legit,Email,1,0,Friend,34,0,0
8966,स्मरण: तपाईंको भेटघाट 10 AM मा तय गरिएको छ।,Legit,Email,1,0,Service,43,0,0
8967,बधाई छ! तपाईंले payment जित्नुभयो। यहाँ दाबी गर्नुहोस्: http://bit.ly/secure123,Phishing,SMS,1,1,Service,79,1,1
8968,भोलि 10 AM मा बैठक छ। ढिला नगर्नुहोस्।,Legit,SMS,1,0,Friend,38,0,0
8969,स्मरण: तपाईंको भेटघाट next week मा तय गरिएको छ।,Legit,WhatsApp,1,0,Friend,47,0,0
8970,Your account subscription is expiring. Renew now: http://bit.ly/secure123,Phishing,Email,1,1,Service,73,1,1
8971,"Hey, can we catch up this weekend?",Legit,WhatsApp,0,0,Colleague,34,0,0
8972,Your package will arrive on Monday. Track here: http://calendar.com/appointment,Legit,SMS,1,0,Colleague,79,1,0
8973,Immediate action required! Verify your खाता now: http://claimprize.com/win,Phishing,WhatsApp,1,1,Bank,74,1,3
8974,Your account has been compromised. Click भुक्तानी to secure it.,Phishing,Email,1,1,Unknown,63,0,3
8975,तपाईंको प्याकेज तपाईंको प्याकेज मा आइपुग्नेछ। ट्र्याक गर्न यहाँ क्लिक गर्नुहोस्: http://calendar.com/appointment,Legit,SMS,1,0,Service,112,1,0
